"t_muni_codigo,""municipio"",""fuerza_politica"",""votos_senador"",""votos_diputado"",""votos_total""";;;;;;;;;;;
"0210,""Avia Terai"",""FRENTE INTEGRADOR"",""24"",""26"",""50""";;;;;;;;;;;
"0210,""Avia Terai"",""FUERZA PATRIA"",""2658"",""2535"",""5193""";;;;;;;;;;;
"0210,""Avia Terai"",""LA LIBERTAD AVANZA"",""1289"",""1220"",""2509""";;;;;;;;;;;
"0210,""Avia Terai"",""NEPAR"",""22"",""25"",""47""";;;;;;;;;;;
"0210,""Avia Terai"",""PARTIDO DEL OBRERO"",""28"",""23"",""51""";;;;;;;;;;;
"0210,""Avia Terai"",""PARTIDO DIGNIDAD POPULAR"",""18"",""13"",""31""";;;;;;;;;;;
"0210,""Avia Terai"",""PARTIDO POLO SOCIAL MOVIMEN"",""6"",""7"",""13""";;;;;;;;;;;
"0210,""Avia Terai"",""PROYECTO SUR"",""29"",""22"",""51""";;;;;;;;;;;
"0210,""Avia Terai"",""TOTALES"",""4251"",""4251"",""8502""";;;;;;;;;;;
"0210,""Avia Terai"",""UNIR"",""11"",""14"",""25""";;;;;;;;;;;
"0210,""Avia Terai"",""VAMOS CHACO"",""44"",""46"",""90""";;;;;;;;;;;
"0210,""Avia Terai"",""VOTOS EN BLANCO"",""68"",""271"",""339""";;;;;;;;;;;
"0210,""Avia Terai"",""VOTOS IMPUGNADOS"",""0"",""0"",""0""";;;;;;;;;;;
"0210,""Avia Terai"",""VOTOS NULOS"",""52"",""47"",""99""";;;;;;;;;;;
"0210,""Avia Terai"",""VOTOS RECURRIDOS"",""2"",""2"",""4""";;;;;;;;;;;
"0385,""Barranqueras"",""FRENTE INTEGRADOR"",""605"",""1117"",""1722""";;;;;;;;;;;
"0385,""Barranqueras"",""FUERZA PATRIA"",""13976"",""11889"",""25865""";;;;;;;;;;;
"0385,""Barranqueras"",""LA LIBERTAD AVANZA"",""17729"",""16232"",""33961""";;;;;;;;;;;
"0385,""Barranqueras"",""NEPAR"",""227"",""237"",""464""";;;;;;;;;;;
"0385,""Barranqueras"",""PARTIDO DEL OBRERO"",""726"",""589"",""1315""";;;;;;;;;;;
"0385,""Barranqueras"",""PARTIDO DIGNIDAD POPULAR"",""267"",""216"",""483""";;;;;;;;;;;
"0385,""Barranqueras"",""PARTIDO POLO SOCIAL MOVIMEN"",""86"",""112"",""198""";;;;;;;;;;;
"0385,""Barranqueras"",""PROYECTO SUR"",""259"",""345"",""604""";;;;;;;;;;;
"0385,""Barranqueras"",""TOTALES"",""36358"",""36358"",""72716""";;;;;;;;;;;
"0385,""Barranqueras"",""UNIR"",""244"",""277"",""521""";;;;;;;;;;;
"0385,""Barranqueras"",""VAMOS CHACO"",""820"",""982"",""1802""";;;;;;;;;;;
"0385,""Barranqueras"",""VOTOS EN BLANCO"",""701"",""3744"",""4445""";;;;;;;;;;;
"0385,""Barranqueras"",""VOTOS IMPUGNADOS"",""1"",""1"",""2""";;;;;;;;;;;
"0385,""Barranqueras"",""VOTOS NULOS"",""664"",""564"",""1228""";;;;;;;;;;;
"0385,""Barranqueras"",""VOTOS RECURRIDOS"",""53"",""53"",""106""";;;;;;;;;;;
"0392,""Basail"",""FRENTE INTEGRADOR"",""39"",""43"",""82""";;;;;;;;;;;
"0392,""Basail"",""FUERZA PATRIA"",""1265"",""1161"",""2426""";;;;;;;;;;;
"0392,""Basail"",""LA LIBERTAD AVANZA"",""1466"",""1358"",""2824""";;;;;;;;;;;
"0392,""Basail"",""NEPAR"",""15"",""10"",""25""";;;;;;;;;;;
"0392,""Basail"",""PARTIDO DEL OBRERO"",""39"",""29"",""68""";;;;;;;;;;;
"0392,""Basail"",""PARTIDO DIGNIDAD POPULAR"",""16"",""16"",""32""";;;;;;;;;;;
"0392,""Basail"",""PARTIDO POLO SOCIAL MOVIMEN"",""7"",""5"",""12""";;;;;;;;;;;
"0392,""Basail"",""PROYECTO SUR"",""21"",""24"",""45""";;;;;;;;;;;
"0392,""Basail"",""TOTALES"",""3087"",""3087"",""6174""";;;;;;;;;;;
"0392,""Basail"",""UNIR"",""24"",""24"",""48""";;;;;;;;;;;
"0392,""Basail"",""VAMOS CHACO"",""57"",""64"",""121""";;;;;;;;;;;
"0392,""Basail"",""VOTOS EN BLANCO"",""94"",""325"",""419""";;;;;;;;;;;
"0392,""Basail"",""VOTOS IMPUGNADOS"",""0"",""0"",""0""";;;;;;;;;;;
"0392,""Basail"",""VOTOS NULOS"",""42"",""26"",""68""";;;;;;;;;;;
"0392,""Basail"",""VOTOS RECURRIDOS"",""2"",""2"",""4""";;;;;;;;;;;
"0217,""Campo Largo"",""FRENTE INTEGRADOR"",""51"",""53"",""104""";;;;;;;;;;;
"0217,""Campo Largo"",""FUERZA PATRIA"",""2546"",""2305"",""4851""";;;;;;;;;;;
"0217,""Campo Largo"",""LA LIBERTAD AVANZA"",""2409"",""2242"",""4651""";;;;;;;;;;;
"0217,""Campo Largo"",""NEPAR"",""30"",""28"",""58""";;;;;;;;;;;
"0217,""Campo Largo"",""PARTIDO DEL OBRERO"",""48"",""37"",""85""";;;;;;;;;;;
"0217,""Campo Largo"",""PARTIDO DIGNIDAD POPULAR"",""33"",""42"",""75""";;;;;;;;;;;
"0217,""Campo Largo"",""PARTIDO POLO SOCIAL MOVIMEN"",""12"",""14"",""26""";;;;;;;;;;;
"0217,""Campo Largo"",""PROYECTO SUR"",""35"",""21"",""56""";;;;;;;;;;;
"0217,""Campo Largo"",""TOTALES"",""5474"",""5474"",""10948""";;;;;;;;;;;
"0217,""Campo Largo"",""UNIR"",""24"",""29"",""53""";;;;;;;;;;;
"0217,""Campo Largo"",""VAMOS CHACO"",""89"",""92"",""181""";;;;;;;;;;;
"0217,""Campo Largo"",""VOTOS EN BLANCO"",""114"",""531"",""645""";;;;;;;;;;;
"0217,""Campo Largo"",""VOTOS IMPUGNADOS"",""3"",""3"",""6""";;;;;;;;;;;
"0217,""Campo Largo"",""VOTOS NULOS"",""73"",""70"",""143""";;;;;;;;;;;
"0217,""Campo Largo"",""VOTOS RECURRIDOS"",""7"",""7"",""14""";;;;;;;;;;;
"0434,""Capitán Solari"",""FRENTE INTEGRADOR"",""16"",""18"",""34""";;;;;;;;;;;
"0434,""Capitán Solari"",""FUERZA PATRIA"",""965"",""946"",""1911""";;;;;;;;;;;
"0434,""Capitán Solari"",""LA LIBERTAD AVANZA"",""434"",""378"",""812""";;;;;;;;;;;
"0434,""Capitán Solari"",""NEPAR"",""9"",""3"",""12""";;;;;;;;;;;
"0434,""Capitán Solari"",""PARTIDO DEL OBRERO"",""9"",""5"",""14""";;;;;;;;;;;
"0434,""Capitán Solari"",""PARTIDO DIGNIDAD POPULAR"",""10"",""13"",""23""";;;;;;;;;;;
"0434,""Capitán Solari"",""PARTIDO POLO SOCIAL MOVIMEN"",""6"",""5"",""11""";;;;;;;;;;;
"0434,""Capitán Solari"",""PROYECTO SUR"",""5"",""7"",""12""";;;;;;;;;;;
"0434,""Capitán Solari"",""TOTALES"",""1668"",""1668"",""3336""";;;;;;;;;;;
"0434,""Capitán Solari"",""UNIR"",""9"",""9"",""18""";;;;;;;;;;;
"0434,""Capitán Solari"",""VAMOS CHACO"",""128"",""195"",""323""";;;;;;;;;;;
"0434,""Capitán Solari"",""VOTOS EN BLANCO"",""56"",""72"",""128""";;;;;;;;;;;
"0434,""Capitán Solari"",""VOTOS IMPUGNADOS"",""0"",""0"",""0""";;;;;;;;;;;
"0434,""Capitán Solari"",""VOTOS NULOS"",""20"",""16"",""36""";;;;;;;;;;;
"0434,""Capitán Solari"",""VOTOS RECURRIDOS"",""1"",""1"",""2""";;;;;;;;;;;
"0469,""Charadai"",""FRENTE INTEGRADOR"",""14"",""18"",""32""";;;;;;;;;;;
"0469,""Charadai"",""FUERZA PATRIA"",""581"",""544"",""1125""";;;;;;;;;;;
"0469,""Charadai"",""LA LIBERTAD AVANZA"",""402"",""380"",""782""";;;;;;;;;;;
"0469,""Charadai"",""NEPAR"",""5"",""5"",""10""";;;;;;;;;;;
"0469,""Charadai"",""PARTIDO DEL OBRERO"",""7"",""7"",""14""";;;;;;;;;;;
"0469,""Charadai"",""PARTIDO DIGNIDAD POPULAR"",""11"",""11"",""22""";;;;;;;;;;;
"0469,""Charadai"",""PARTIDO POLO SOCIAL MOVIMEN"",""1"",""4"",""5""";;;;;;;;;;;
"0469,""Charadai"",""PROYECTO SUR"",""4"",""2"",""6""";;;;;;;;;;;
"0469,""Charadai"",""TOTALES"",""1081"",""1081"",""2162""";;;;;;;;;;;
"0469,""Charadai"",""UNIR"",""4"",""6"",""10""";;;;;;;;;;;
"0469,""Charadai"",""VAMOS CHACO"",""10"",""11"",""21""";;;;;;;;;;;
"0469,""Charadai"",""VOTOS EN BLANCO"",""20"",""73"",""93""";;;;;;;;;;;
"0469,""Charadai"",""VOTOS IMPUGNADOS"",""0"",""0"",""0""";;;;;;;;;;;
"0469,""Charadai"",""VOTOS NULOS"",""22"",""20"",""42""";;;;;;;;;;;
"0469,""Charadai"",""VOTOS RECURRIDOS"",""0"",""0"",""0""";;;;;;;;;;;
"0084,""Charata"",""FRENTE INTEGRADOR"",""106"",""150"",""256""";;;;;;;;;;;
"0084,""Charata"",""FUERZA PATRIA"",""6740"",""6040"",""12780""";;;;;;;;;;;
"0084,""Charata"",""LA LIBERTAD AVANZA"",""9957"",""8823"",""18780""";;;;;;;;;;;
"0084,""Charata"",""NEPAR"",""87"",""105"",""192""";;;;;;;;;;;
"0084,""Charata"",""PARTIDO DEL OBRERO"",""165"",""140"",""305""";;;;;;;;;;;
"0084,""Charata"",""PARTIDO DIGNIDAD POPULAR"",""78"",""89"",""167""";;;;;;;;;;;
"0084,""Charata"",""PARTIDO POLO SOCIAL MOVIMEN"",""32"",""36"",""68""";;;;;;;;;;;
"0084,""Charata"",""PROYECTO SUR"",""84"",""72"",""156""";;;;;;;;;;;
"0084,""Charata"",""TOTALES"",""18223"",""18223"",""36446""";;;;;;;;;;;
"0084,""Charata"",""UNIR"",""72"",""86"",""158""";;;;;;;;;;;
"0084,""Charata"",""VAMOS CHACO"",""243"",""277"",""520""";;;;;;;;;;;
"0084,""Charata"",""VOTOS EN BLANCO"",""355"",""2167"",""2522""";;;;;;;;;;;
"0084,""Charata"",""VOTOS IMPUGNADOS"",""0"",""0"",""0""";;;;;;;;;;;
"0084,""Charata"",""VOTOS NULOS"",""295"",""229"",""524""";;;;;;;;;;;
"0084,""Charata"",""VOTOS RECURRIDOS"",""9"",""9"",""18""";;;;;;;;;;;
"0119,""Chorotis"",""FRENTE INTEGRADOR"",""4"",""3"",""7""";;;;;;;;;;;
"0119,""Chorotis"",""FUERZA PATRIA"",""352"",""341"",""693""";;;;;;;;;;;
"0119,""Chorotis"",""LA LIBERTAD AVANZA"",""433"",""410"",""843""";;;;;;;;;;;
"0119,""Chorotis"",""NEPAR"",""5"",""5"",""10""";;;;;;;;;;;
"0119,""Chorotis"",""PARTIDO DEL OBRERO"",""9"",""7"",""16""";;;;;;;;;;;
"0119,""Chorotis"",""PARTIDO DIGNIDAD POPULAR"",""1"",""1"",""2""";;;;;;;;;;;
"0119,""Chorotis"",""PARTIDO POLO SOCIAL MOVIMEN"",""2"",""0"",""2""";;;;;;;;;;;
"0119,""Chorotis"",""PROYECTO SUR"",""3"",""4"",""7""";;;;;;;;;;;
"0119,""Chorotis"",""TOTALES"",""867"",""867"",""1734""";;;;;;;;;;;
"0119,""Chorotis"",""UNIR"",""5"",""5"",""10""";;;;;;;;;;;
"0119,""Chorotis"",""VAMOS CHACO"",""22"",""17"",""39""";;;;;;;;;;;
"0119,""Chorotis"",""VOTOS EN BLANCO"",""19"",""63"",""82""";;;;;;;;;;;
"0119,""Chorotis"",""VOTOS IMPUGNADOS"",""0"",""0"",""0""";;;;;;;;;;;
"0119,""Chorotis"",""VOTOS NULOS"",""11"",""10"",""21""";;;;;;;;;;;
"0119,""Chorotis"",""VOTOS RECURRIDOS"",""1"",""1"",""2""";;;;;;;;;;;
"0252,""Ciervo Petiso"",""FRENTE INTEGRADOR"",""4"",""2"",""6""";;;;;;;;;;;
"0252,""Ciervo Petiso"",""FUERZA PATRIA"",""544"",""533"",""1077""";;;;;;;;;;;
"0252,""Ciervo Petiso"",""LA LIBERTAD AVANZA"",""273"",""256"",""529""";;;;;;;;;;;
"0252,""Ciervo Petiso"",""NEPAR"",""8"",""7"",""15""";;;;;;;;;;;
"0252,""Ciervo Petiso"",""PARTIDO DEL OBRERO"",""3"",""2"",""5""";;;;;;;;;;;
"0252,""Ciervo Petiso"",""PARTIDO DIGNIDAD POPULAR"",""3"",""4"",""7""";;;;;;;;;;;
"0252,""Ciervo Petiso"",""PARTIDO POLO SOCIAL MOVIMEN"",""0"",""0"",""0""";;;;;;;;;;;
"0252,""Ciervo Petiso"",""PROYECTO SUR"",""1"",""0"",""1""";;;;;;;;;;;
"0252,""Ciervo Petiso"",""TOTALES"",""911"",""911"",""1822""";;;;;;;;;;;
"0252,""Ciervo Petiso"",""UNIR"",""2"",""1"",""3""";;;;;;;;;;;
"0252,""Ciervo Petiso"",""VAMOS CHACO"",""55"",""68"",""123""";;;;;;;;;;;
"0252,""Ciervo Petiso"",""VOTOS EN BLANCO"",""7"",""27"",""34""";;;;;;;;;;;
"0252,""Ciervo Petiso"",""VOTOS IMPUGNADOS"",""0"",""0"",""0""";;;;;;;;;;;
"0252,""Ciervo Petiso"",""VOTOS NULOS"",""11"",""11"",""22""";;;;;;;;;;;
"0252,""Ciervo Petiso"",""VOTOS RECURRIDOS"",""0"",""0"",""0""";;;;;;;;;;;
"0473,""Colonia Aborigen"",""FRENTE INTEGRADOR"",""6"",""8"",""14""";;;;;;;;;;;
"0473,""Colonia Aborigen"",""FUERZA PATRIA"",""2067"",""1893"",""3960""";;;;;;;;;;;
"0473,""Colonia Aborigen"",""LA LIBERTAD AVANZA"",""683"",""619"",""1302""";;;;;;;;;;;
"0473,""Colonia Aborigen"",""NEPAR"",""11"",""6"",""17""";;;;;;;;;;;
"0473,""Colonia Aborigen"",""PARTIDO DEL OBRERO"",""9"",""3"",""12""";;;;;;;;;;;
"0473,""Colonia Aborigen"",""PARTIDO DIGNIDAD POPULAR"",""9"",""8"",""17""";;;;;;;;;;;
"0473,""Colonia Aborigen"",""PARTIDO POLO SOCIAL MOVIMEN"",""3"",""3"",""6""";;;;;;;;;;;
"0473,""Colonia Aborigen"",""PROYECTO SUR"",""12"",""10"",""22""";;;;;;;;;;;
"0473,""Colonia Aborigen"",""TOTALES"",""2916"",""2916"",""5832""";;;;;;;;;;;
"0473,""Colonia Aborigen"",""UNIR"",""10"",""8"",""18""";;;;;;;;;;;
"0473,""Colonia Aborigen"",""VAMOS CHACO"",""20"",""17"",""37""";;;;;;;;;;;
"0473,""Colonia Aborigen"",""VOTOS EN BLANCO"",""66"",""327"",""393""";;;;;;;;;;;
"0473,""Colonia Aborigen"",""VOTOS IMPUGNADOS"",""0"",""0"",""0""";;;;;;;;;;;
"0473,""Colonia Aborigen"",""VOTOS NULOS"",""20"",""14"",""34""";;;;;;;;;;;
"0473,""Colonia Aborigen"",""VOTOS RECURRIDOS"",""0"",""0"",""0""";;;;;;;;;;;
"0364,""Colonia Benítez"",""FRENTE INTEGRADOR"",""47"",""74"",""121""";;;;;;;;;;;
"0364,""Colonia Benítez"",""FUERZA PATRIA"",""1509"",""1322"",""2831""";;;;;;;;;;;
"0364,""Colonia Benítez"",""LA LIBERTAD AVANZA"",""2080"",""1920"",""4000""";;;;;;;;;;;
"0364,""Colonia Benítez"",""NEPAR"",""43"",""48"",""91""";;;;;;;;;;;
"0364,""Colonia Benítez"",""PARTIDO DEL OBRERO"",""68"",""49"",""117""";;;;;;;;;;;
"0364,""Colonia Benítez"",""PARTIDO DIGNIDAD POPULAR"",""14"",""20"",""34""";;;;;;;;;;;
"0364,""Colonia Benítez"",""PARTIDO POLO SOCIAL MOVIMEN"",""10"",""15"",""25""";;;;;;;;;;;
"0364,""Colonia Benítez"",""PROYECTO SUR"",""25"",""34"",""59""";;;;;;;;;;;
"0364,""Colonia Benítez"",""TOTALES"",""4060"",""4060"",""8120""";;;;;;;;;;;
"0364,""Colonia Benítez"",""UNIR"",""17"",""23"",""40""";;;;;;;;;;;
"0364,""Colonia Benítez"",""VAMOS CHACO"",""96"",""116"",""212""";;;;;;;;;;;
"0364,""Colonia Benítez"",""VOTOS EN BLANCO"",""81"",""371"",""452""";;;;;;;;;;;
"0364,""Colonia Benítez"",""VOTOS IMPUGNADOS"",""0"",""0"",""0""";;;;;;;;;;;
"0364,""Colonia Benítez"",""VOTOS NULOS"",""65"",""63"",""128""";;;;;;;;;;;
"0364,""Colonia Benítez"",""VOTOS RECURRIDOS"",""5"",""5"",""10""";;;;;;;;;;;
"0441,""Colonia Elisa"",""FRENTE INTEGRADOR"",""27"",""20"",""47""";;;;;;;;;;;
"0441,""Colonia Elisa"",""FUERZA PATRIA"",""1479"",""1318"",""2797""";;;;;;;;;;;
"0441,""Colonia Elisa"",""LA LIBERTAD AVANZA"",""1082"",""950"",""2032""";;;;;;;;;;;
"0441,""Colonia Elisa"",""NEPAR"",""22"",""20"",""42""";;;;;;;;;;;
"0441,""Colonia Elisa"",""PARTIDO DEL OBRERO"",""26"",""16"",""42""";;;;;;;;;;;
"0441,""Colonia Elisa"",""PARTIDO DIGNIDAD POPULAR"",""21"",""20"",""41""";;;;;;;;;;;
"0441,""Colonia Elisa"",""PARTIDO POLO SOCIAL MOVIMEN"",""5"",""2"",""7""";;;;;;;;;;;
"0441,""Colonia Elisa"",""PROYECTO SUR"",""15"",""11"",""26""";;;;;;;;;;;
"0441,""Colonia Elisa"",""TOTALES"",""3166"",""3166"",""6332""";;;;;;;;;;;
"0441,""Colonia Elisa"",""UNIR"",""11"",""14"",""25""";;;;;;;;;;;
"0441,""Colonia Elisa"",""VAMOS CHACO"",""334"",""568"",""902""";;;;;;;;;;;
"0441,""Colonia Elisa"",""VOTOS EN BLANCO"",""95"",""173"",""268""";;;;;;;;;;;
"0441,""Colonia Elisa"",""VOTOS IMPUGNADOS"",""0"",""0"",""0""";;;;;;;;;;;
"0441,""Colonia Elisa"",""VOTOS NULOS"",""49"",""54"",""103""";;;;;;;;;;;
"0441,""Colonia Elisa"",""VOTOS RECURRIDOS"",""0"",""0"",""0""";;;;;;;;;;;
"0231,""Colonia Popular"",""FRENTE INTEGRADOR"",""16"",""24"",""40""";;;;;;;;;;;
"0231,""Colonia Popular"",""FUERZA PATRIA"",""410"",""360"",""770""";;;;;;;;;;;
"0231,""Colonia Popular"",""LA LIBERTAD AVANZA"",""896"",""846"",""1742""";;;;;;;;;;;
"0231,""Colonia Popular"",""NEPAR"",""5"",""4"",""9""";;;;;;;;;;;
"0231,""Colonia Popular"",""PARTIDO DEL OBRERO"",""17"",""12"",""29""";;;;;;;;;;;
"0231,""Colonia Popular"",""PARTIDO DIGNIDAD POPULAR"",""5"",""6"",""11""";;;;;;;;;;;
"0231,""Colonia Popular"",""PARTIDO POLO SOCIAL MOVIMEN"",""3"",""2"",""5""";;;;;;;;;;;
"0231,""Colonia Popular"",""PROYECTO SUR"",""6"",""6"",""12""";;;;;;;;;;;
"0231,""Colonia Popular"",""TOTALES"",""1429"",""1429"",""2858""";;;;;;;;;;;
"0231,""Colonia Popular"",""UNIR"",""5"",""8"",""13""";;;;;;;;;;;
"0231,""Colonia Popular"",""VAMOS CHACO"",""31"",""64"",""95""";;;;;;;;;;;
"0231,""Colonia Popular"",""VOTOS EN BLANCO"",""21"",""88"",""109""";;;;;;;;;;;
"0231,""Colonia Popular"",""VOTOS IMPUGNADOS"",""0"",""0"",""0""";;;;;;;;;;;
"0231,""Colonia Popular"",""VOTOS NULOS"",""12"",""7"",""19""";;;;;;;;;;;
"0231,""Colonia Popular"",""VOTOS RECURRIDOS"",""2"",""2"",""4""";;;;;;;;;;;
"0448,""Colonias Unidas"",""FRENTE INTEGRADOR"",""17"",""12"",""29""";;;;;;;;;;;
"0448,""Colonias Unidas"",""FUERZA PATRIA"",""1357"",""1576"",""2933""";;;;;;;;;;;
"0448,""Colonias Unidas"",""LA LIBERTAD AVANZA"",""1123"",""1022"",""2145""";;;;;;;;;;;
"0448,""Colonias Unidas"",""NEPAR"",""8"",""6"",""14""";;;;;;;;;;;
"0448,""Colonias Unidas"",""PARTIDO DEL OBRERO"",""12"",""6"",""18""";;;;;;;;;;;
"0448,""Colonias Unidas"",""PARTIDO DIGNIDAD POPULAR"",""160"",""16"",""176""";;;;;;;;;;;
"0448,""Colonias Unidas"",""PARTIDO POLO SOCIAL MOVIMEN"",""5"",""3"",""8""";;;;;;;;;;;
"0448,""Colonias Unidas"",""PROYECTO SUR"",""14"",""10"",""24""";;;;;;;;;;;
"0448,""Colonias Unidas"",""TOTALES"",""2832"",""2832"",""5664""";;;;;;;;;;;
"0448,""Colonias Unidas"",""UNIR"",""6"",""6"",""12""";;;;;;;;;;;
"0448,""Colonias Unidas"",""VAMOS CHACO"",""41"",""50"",""91""";;;;;;;;;;;
"0448,""Colonias Unidas"",""VOTOS EN BLANCO"",""46"",""98"",""144""";;;;;;;;;;;
"0448,""Colonias Unidas"",""VOTOS IMPUGNADOS"",""0"",""0"",""0""";;;;;;;;;;;
"0448,""Colonias Unidas"",""VOTOS NULOS"",""41"",""25"",""66""";;;;;;;;;;;
"0448,""Colonias Unidas"",""VOTOS RECURRIDOS"",""2"",""2"",""4""";;;;;;;;;;;
"0007,""Concepción del Bermejo"",""FRENTE INTEGRADOR"",""25"",""24"",""49""";;;;;;;;;;;
"0007,""Concepción del Bermejo"",""FUERZA PATRIA"",""2106"",""1964"",""4070""";;;;;;;;;;;
"0007,""Concepción del Bermejo"",""LA LIBERTAD AVANZA"",""1310"",""1234"",""2544""";;;;;;;;;;;
"0007,""Concepción del Bermejo"",""NEPAR"",""17"",""22"",""39""";;;;;;;;;;;
